Grid_Number,Che_num_Health
0,0.47396068009752274
1,0.6208828471236805
2,1.0192280437422025
3,1.062676103323739
4,1.2349596784315169
5,1.0432432671603946
6,0.5771337389012211
7,0.43301946679548947
8,0.7131817871352953
9,0.9056145630658077
10,0.664903972540487
11,0.7213800480218797
12,0.5692804590111541
13,0.4483126898079224
14,0.7479531314577161
15,0.780418528542195
16,0.5454747068850433
17,0.7045695975059344
18,0.9491024784751799
19,0.1865183430565301
20,0.5336264552928832
21,0.6659553810922472
22,0.19964395722816178
23,0.4524205422006588
24,0.6598511965024154
25,0.08446606208266261
26,0.3402172235304051
27,0.37368712101957646
28,0.2231256781105249
29,0.13723425149267882
30,0.049939485812076134
31,0.18345583751886402
32,0.15784585960790043
33,0.24182819114096155
34,0.44157736435698564
35,0.6138205045638125
36,0.6131362107113325
37,0.5227226609500482
38,0.24761529980465388
39,0.26317573743578193
40,0.17637686298011926
41,0.13493302385930905
42,0.5410068215881307
43,0.415350887901385
44,0.13108679812717713
45,0.04990568238807938
46,0.1338636791290263
47,0.045687336706754386
48,0.03180877986074802
49,0.098074460953173
50,0.18828712114042995
51,0.2690752180714264
52,0.06497766203455181
53,0.17873878782594932
54,0.023741520878237266
55,0.6049917178712109
56,0.5616657418598409
57,0.41432334534976956
58,0.028007482499392243
59,0.0410819940606244
60,0.07230681283007044
61,0.10242157702081701
62,0.27113447858000705
63,0.04534040709237252
64,0.45723974519775984
65,0.3050561412608803
66,0.09839519446128527
67,0.038718142199277335
68,0.0997829190649385
69,0.22182404398511932
70,0.08396685321553102
71,0.034440023820204314
72,0.3456214045971983
73,0.43667957088105824
74,0.05552032752022234
75,0.9120771871302839
76,0.27809877626449614
77,0.08177791902499851
78,0.1284320709286522
79,0.015981929476115958
80,0.025721765360306972
81,0.09140171905916056
82,0.10074961866592162
83,0.0016035507134971264
84,0.2512959680369944
85,0.2765016686160223
86,0.12805580339579647
87,0.03953702794613745
88,0.06056098163053807
89,0.013967620055599655
90,0.04660852759320248
91,0.12634754076355792
92,0.0880611450470931
93,0.055496087333605136
94,0.46882081621380506
95,0.46033553635928753
96,0.12069763583439894
97,0.15947051581217078
98,0.2178727776450434
99,0.08926242943497442
100,0.3247334693810536
101,0.399032601931405
102,0.2543612476554515
103,0.18122850815516656
104,0.18619406284696227
105,0.13931283465327263
106,0.09726649159931025
107,0.011674357501671404
108,0.08473794610577365
109,0.11851067449345457
110,0.24374303020484947
111,0.18810682460834652
112,0.03224622804720499
113,0.575942368061003
114,0.6287900257397906
115,0.4717485774790936
116,0.004162770409637794
117,0.3607680514843045
118,0.3954334960445832
119,0.34023333893224206
120,0.11136273281427754
121,0.021015532428431807
122,0.30481480932572164
123,0.1808522545847663
124,0.10684808721186276
125,0.07476126825006627
126,0.21994542122253846
127,0.04570557358870357
128,0.0032727963454750792
129,0.2539321496670293
130,0.08116754902504056
131,0.10562958128930518
132,0.9294339300003159
133,0.48212619063129236
134,0.21522277524562594
135,0.49923849282486155
136,0.2954302152288137
137,0.2009835219692317
138,0.5015247296788053
139,0.43745574214341076
140,0.26751990664769626
141,0.10972017557583494
142,0.030894455870599146
143,0.04871133923089168
144,0.058204877794163126
145,0.12953238717588827
146,0.06483552115155497
147,0.13114509338197994
148,0.32712713545523764
149,0.11145942822110587
150,0.3892521363861028
151,0.8516202834303891
152,0.33048328619320627
153,0.12832607241711455
154,0.27123809612461014
155,0.13808898248937104
156,0.15290075831596525
157,0.19235322116512035
158,0.06863127200337919
159,0.2964811851277508
160,0.1547959103177334
161,0.20513190691365982
162,0.13634932104326888
163,0.23085179732668917
164,0.11175483933045693
165,0.09264327319590267
166,0.027967671460639294
167,0.16458907700021175
168,0.08825988687657794
169,0.3214021958262282
170,0.6540933475885661
171,0.19771052143689247
172,0.12893602720363403
173,0.04216167461498024
174,0.038143813535283226
175,0.14647718109600208
176,0.23192922722003248
177,0.31639627630885536
178,0.04293656930737786
179,0.11166748774263884
180,0.13153414108055975
181,0.03474101682558166
182,0.05827153948052465
183,0.06606386038682895
184,0.1290450003565805
185,0.2723838925325544
186,0.46482924912328993
187,0.2166640348831119
188,0.221388806025594
189,0.5567743824942143
190,0.6587399860747062
191,0.2943605853800733
192,0.2648957298643988
193,0.08610040117295456
194,0.1153814061764395
195,0.2787676192163194
196,0.47989052423682504
197,0.02097428134517782
198,0.05595944320850958
199,0.10158504108498813
200,0.034921158920012456
201,0.2060178094491717
202,0.11962259482844044
203,0.10204867909855499
204,0.05696472909087133
205,0.055397222336765556
206,0.10588476328574203
207,0.16928459937459991
208,0.8291937756807161
209,1.5637393226160516
210,1.249498506846131
211,1.025642387829943
212,0.9874875394549346
213,0.5921636993763876
214,0.31220359373014367
215,0.4385448981963173
216,0.020337608104728955
217,0.10468841753835421
218,0.1194916949637308
219,0.08575578624763328
220,0.11320406432185538
221,0.3996988314771754
222,0.2663245966296101
223,0.1580564512213458
224,0.3404093688232701
225,0.14888785884971886
226,0.05981914846483978
227,0.7139781119483096
228,2.608669369373482
229,2.263943249250039
230,2.010807111568661
231,1.9610065461269868
232,1.6743428364018533
233,1.3950916950531178
234,1.3930814433329368
235,0.9169609882297076
236,0.7468047083009288
237,0.5468193419404621
238,0.46885026105631616
239,0.5700153233797494
240,0.41595895737042526
241,0.24633592817714073
242,0.27433294758153026
243,0.035666331384113396
244,0.19218032265136017
245,0.27724460709465826
246,0.8191159203516533
247,3.6760799762019176
248,3.322344233489232
249,3.0631517646786977
250,2.9451992944172622
251,2.707962916159914
252,2.4784523177412385
253,2.382032862806074
254,1.9317656132803673
255,1.7930373182048702
256,1.617608181406701
257,1.4629339166765363
258,1.4289355333542078
259,0.9838628405784676
260,0.3902026596629425
261,0.2289974286674896
262,0.05884421625501206
263,0.07325640707083138
264,0.0623090905721719
265,0.5817777546063305
266,4.6735773483564325
267,4.3930448460545275
268,4.131658599164754
269,3.98130353290516
270,3.7252392175136797
271,3.5618543258512494
272,3.3484408569839563
273,2.9949682357425913
274,2.8347619322648043
275,2.6983632714128443
276,2.490746611709648
277,2.470897666035351
278,1.898823944563089
279,1.46314535749094
280,1.304165160300035
281,1.0692269349069887
282,0.9354907737863888
283,0.9562560852462372
284,1.0169997705866625
